SystemCash,CompanyCash,PlayersCash,Nu.Players,Nu.Cards,Operation,InvolvedP1,InvolvedP2,Avg.PlayersCash,Avg.PlayersCards
11897.1075,11280,617.1075000000001,211,287,played round,"3226146391146 ($14, #Cards:2)","16130731953980 ($4, #Cards:0)",2.1502003484320555,1.3601895734597156
11897.1075,11280,617.1075000000001,211,287,played round,"3226146390996 ($4, #Cards:0)","8065365976255 ($6, #Cards:0)",2.1502003484320555,1.3601895734597156
11897.1075,11280,617.1075000000001,211,287,split card,"11291512367506 ($4, #Cards:0)",,2.1502003484320555,1.3601895734597156
11897.1075,11280,617.1075000000001,211,287,played round,"6452292781004 ($4, #Cards:1)","11291512367926 ($4, #Cards:0)",2.1502003484320555,1.3601895734597156
11897.1075,11280,617.1075000000001,212,288,added new player,"11291512374296 ($4, #Cards:0)",,2.142734375,1.3584905660377358
11897.1075,11280,617.1075000000001,212,288,played round,"11291512366757 ($61, #Cards:5)","12904585562008 ($9, #Cards:0)",2.142734375,1.3584905660377358
11897.1075,11280,617.1075000000001,212,288,played round,"8065365981030 ($9, #Cards:0)","4839219586674 ($13, #Cards:3)",2.142734375,1.3584905660377358
11897.1075,11280,617.1075000000001,212,288,played round,"11291512374142 ($4, #Cards:1)","9678439171506 ($4, #Cards:0)",2.142734375,1.3584905660377358
11897.1075,11280,617.1075000000001,212,288,played round,"6452292781004 ($4, #Cards:2)","6452292783772 ($4, #Cards:0)",2.142734375,1.3584905660377358
11897.1075,11280,617.1075000000001,213,289,added new player,"9678439175568 ($77, #Cards:0)",,2.1353200692041523,1.3568075117370892
11900.1075,11283,617.1075000000001,213,289,cash added to account,"12904585562008 ($18, #Cards:0)",,2.1353200692041523,1.3568075117370892
11900.1075,11283,617.1075000000001,213,289,played round,"8065365979525 ($4, #Cards:0)","11291512366757 ($15, #Cards:3)",2.1353200692041523,1.3568075117370892
11900.1075,11283,617.1075000000001,213,289,played round,"11291512366757 ($4, #Cards:0)","11291512367926 ($4, #Cards:0)",2.1353200692041523,1.3568075117370892
11900.1075,11283,617.1075000000001,213,289,played round,"16130731955270 ($4, #Cards:0)","3226146390502 ($680, #Cards:6)",2.1353200692041523,1.3568075117370892
11900.1075,11283,617.1075000000001,213,289,played round,"12904585562008 ($4, #Cards:0)","4839219585753 ($18, #Cards:0)",2.1353200692041523,1.3568075117370892
11900.1075,11283,617.1075000000001,213,289,played round,"11291512371335 ($15, #Cards:1)","14517658765287 ($0, #Cards:2)",2.1353200692041523,1.3568075117370892
11900.1075,11283,617.1075000000001,213,289,played round,"9678439171506 ($83, #Cards:0)","16130731961280 ($32, #Cards:3)",2.1353200692041523,1.3568075117370892
11900.1075,11283,617.1075000000001,213,289,played round,"3226146390502 ($4, #Cards:0)","3226146391018 ($27, #Cards:4)",2.1353200692041523,1.3568075117370892
11903.1075,11286,617.1075000000001,213,289,cash added to account,"8065365979525 ($15, #Cards:0)",,2.1353200692041523,1.3568075117370892
11903.1075,11286,617.1075000000001,213,289,played round,"3226146390502 ($4, #Cards:0)","3226146390502 ($680, #Cards:6)",2.1353200692041523,1.3568075117370892
11903.1075,11286,617.1075000000001,213,289,played round,"9678439176408 ($4, #Cards:0)","9678439171506 ($22, #Cards:5)",2.1353200692041523,1.3568075117370892
11903.1075,11286,617.1075000000001,214,290,added new player,"9678439171506 ($4, #Cards:3)",,2.127956896551724,1.355140186915888
11903.1075,11286,617.1075000000001,214,290,played round,"1613073195251 ($14, #Cards:0)","11291512367506 ($20, #Cards:4)",2.127956896551724,1.355140186915888
11903.1075,11286,617.1075000000001,214,290,played round,"6452292781004 ($4, #Cards:3)","11291512370089 ($13, #Cards:3)",2.127956896551724,1.355140186915888
11903.1075,11286,617.1075000000001,214,290,buy card,"16130731954280 ($4, #Cards:0)",,2.127956896551724,1.355140186915888
11903.1075,11286,617.1075000000001,214,290,played round,"14517658761966 ($4, #Cards:0)","9678439171506 ($4, #Cards:0)",2.127956896551724,1.355140186915888
11903.1075,11286,617.1075000000001,214,290,played round,"14517658759482 ($4, #Cards:0)","14517658764756 ($4, #Cards:0)",2.127956896551724,1.355140186915888
11903.1075,11286,617.1075000000001,214,290,buy card,"12904585562008 ($9, #Cards:0)",,2.127956896551724,1.355140186915888
11903.1075,11286,617.1075000000001,214,290,played round,"12904585564336 ($18, #Cards:0)","14517658762443 ($4, #Cards:0)",2.127956896551724,1.355140186915888
11903.1075,11286,617.1075000000001,214,290,buy card,"3226146390996 ($4, #Cards:0)",,2.127956896551724,1.355140186915888
11903.1075,11286,617.1075000000001,214,290,played round,"11291512367926 ($4, #Cards:0)","3226146390502 ($22, #Cards:0)",2.127956896551724,1.355140186915888
11903.1075,11286,617.1075000000001,214,290,played round,"4839219585753 ($14, #Cards:0)","6452292781496 ($4, #Cards:0)",2.127956896551724,1.355140186915888
11914.1075,11288,626.1075000000001,214,291,buy card,"4839219585753 ($22, #Cards:1)",,2.1515721649484534,1.3598130841121496
11914.1075,11288,626.1075000000001,214,291,played round,"12904585562008 ($18, #Cards:0)","8065365976255 ($70, #Cards:0)",2.1515721649484534,1.3598130841121496
11914.1075,11288,626.1075000000001,214,291,played round,"14517658759482 ($4, #Cards:0)","1613073195251 ($16, #Cards:3)",2.1515721649484534,1.3598130841121496
11914.1075,11288,626.1075000000001,214,291,played round,"11291512371335 ($4, #Cards:0)","4839219587922 ($4, #Cards:0)",2.1515721649484534,1.3598130841121496
11915.1075,11289,626.1075000000001,214,291,cash added to account,"11291512374842 ($4, #Cards:1)",,2.1515721649484534,1.3598130841121496
11915.1075,11289,626.1075000000001,214,291,played round,"11291512370089 ($13, #Cards:4)","12904585562616 ($14, #Cards:2)",2.1515721649484534,1.3598130841121496
11915.1075,11289,626.1075000000001,214,291,played round,"4839219586674 ($4, #Cards:0)","12904585568416 ($4, #Cards:0)",2.1515721649484534,1.3598130841121496
11915.1075,11289,626.1075000000001,214,291,played round,"6452292781004 ($97, #Cards:5)","14517658764756 ($4, #Cards:0)",2.1515721649484534,1.3598130841121496
11915.1075,11289,626.1075000000001,214,292,split card,"11291512371335 ($15, #Cards:2)",,2.1442037671232876,1.3644859813084111
11915.1075,11289,626.1075000000001,214,292,split card,"4839219585753 ($14, #Cards:0)",,2.1442037671232876,1.3644859813084111
11915.1075,11289,626.1075000000001,214,293,split card,"11291512374842 ($4, #Cards:2)",,2.13688566552901,1.3691588785046729
11915.1075,11289,626.1075000000001,214,293,played round,"1613073196206 ($4, #Cards:0)","6452292781004 ($1, #Cards:0)",2.13688566552901,1.3691588785046729
11915.1075,11289,626.1075000000001,215,294,added new player,"8065365976255 ($4, #Cards:0)",,2.1296173469387756,1.3674418604651162
11915.1075,11289,626.1075000000001,215,294,played round,"16130731953580 ($28, #Cards:2)","9678439177836 ($4, #Cards:0)",2.1296173469387756,1.3674418604651162
11915.1075,11289,626.1075,215,294,played round,"11291512371335 ($19, #Cards:3)","9678439171506 ($18, #Cards:4)",2.1296173469387756,1.3674418604651162
11915.1075,11289,626.1075,215,294,played round,"11291512366757 ($12, #Cards:3)","4839219586224 ($4, #Cards:3)",2.1296173469387756,1.3674418604651162
11915.1075,11289,626.1075,215,294,split card,"8065365976255 ($70, #Cards:0)",,2.1296173469387756,1.3674418604651162
11915.1075,11289,626.1075,215,294,played round,"16130731955270 ($4, #Cards:0)","16130731952510 ($53, #Cards:2)",2.1296173469387756,1.3674418604651162
11915.1075,11289,626.1075,216,295,added new player,"4839219585753 ($8, #Cards:3)",,2.122398305084746,1.3657407407407407
11915.1075,11289,626.1075,216,295,buy card,"3226146390502 ($4, #Cards:0)",,2.122398305084746,1.3657407407407407
11915.1075,11289,626.1075,216,295,played round,"16130731952510 ($13, #Cards:3)","9678439171506 ($83, #Cards:0)",2.122398305084746,1.3657407407407407
11916.1075,11290,626.1075,216,295,cash added to account,"11291512375108 ($4, #Cards:1)",,2.122398305084746,1.3657407407407407
11916.1075,11290,626.1075,216,295,played round,"14517658757259 ($27, #Cards:0)","11291512367772 ($4, #Cards:0)",2.122398305084746,1.3657407407407407
11916.1075,11290,626.1075,216,295,played round,"12904585568416 ($4, #Cards:0)","12904585568416 ($4, #Cards:0)",2.122398305084746,1.3657407407407407
11916.1075,11290,626.1075,216,295,played round,"14517658764756 ($4, #Cards:0)","16130731952510 ($16, #Cards:0)",2.122398305084746,1.3657407407407407
11916.1075,11290,626.1075,216,295,split card,"3226146390502 ($135, #Cards:0)",,2.122398305084746,1.3657407407407407
11916.1075,11290,626.1075,216,295,played round,"11291512367289 ($4, #Cards:0)","14517658759464 ($4, #Cards:0)",2.122398305084746,1.3657407407407407
11916.1075,11290,626.1075,216,295,buy card,"4839219585753 ($18, #Cards:0)",,2.122398305084746,1.3657407407407407
11916.1075,11290,626.1075000000001,216,295,played round,"3226146390502 ($684, #Cards:7)","12904585566616 ($32, #Cards:1)",2.122398305084746,1.3657407407407407
11916.1075,11290,626.1075000000001,216,296,split card,"11291512367506 ($20, #Cards:5)",,2.1152280405405404,1.3703703703703705
11916.1075,11290,626.1075000000001,216,296,played round,"4839219585753 ($312, #Cards:6)","11291512374842 ($4, #Cards:1)",2.1152280405405404,1.3703703703703705
11916.1075,11290,626.1075000000001,216,296,buy card,"3226146390502 ($4, #Cards:0)",,2.1152280405405404,1.3703703703703705
11918.1075,11292,626.1075000000001,216,296,cash added to account,"9678439177554 ($16, #Cards:0)",,2.1152280405405404,1.3703703703703705
11918.1075,11292,626.1075000000001,216,295,sell card ($0) & buy card,"11291512373225 ($4, #Cards:1)",,2.122398305084746,1.3657407407407407
11918.1075,11292,626.1075000000001,216,295,split card,"1613073195251 ($14, #Cards:0)",,2.122398305084746,1.3657407407407407
11918.1075,11292,626.1075000000001,216,295,played round,"11291512367401 ($18, #Cards:0)","1613073195658 ($4, #Cards:0)",2.122398305084746,1.3657407407407407
11918.1075,11292,626.1075000000001,216,295,played round,"4839219585753 ($18, #Cards:0)","11291512375108 ($4, #Cards:1)",2.122398305084746,1.3657407407407407
11918.1075,11292,626.1075000000001,216,295,played round,"16130731954280 ($4, #Cards:0)","6452292783308 ($4, #Cards:0)",2.122398305084746,1.3657407407407407
11918.1075,11292,626.1075000000001,216,295,played round,"12904585562008 ($4, #Cards:0)","6452292782420 ($22, #Cards:1)",2.122398305084746,1.3657407407407407
11918.1075,11292,626.1075000000001,216,295,played round,"6452292781496 ($4, #Cards:0)","16130731952510 ($2, #Cards:0)",2.122398305084746,1.3657407407407407
11918.1075,11292,626.1075000000001,217,296,added new player,"14517658764756 ($4, #Cards:0)",,2.1152280405405404,1.3640552995391706
11920.1075,11294,626.1075000000001,217,296,cash added to account,"4839219587229 ($10, #Cards:0)",,2.1152280405405404,1.3640552995391706
11920.1075,11294,626.1075000000001,217,296,played round,"6452292781004 ($11, #Cards:0)","6452292781004 ($4, #Cards:3)",2.1152280405405404,1.3640552995391706
11920.1075,11294,626.1075000000001,217,296,played round,"11291512373225 ($4, #Cards:1)","6452292783308 ($4, #Cards:0)",2.1152280405405404,1.3640552995391706
11920.1075,11294,626.1075000000001,217,296,played round,"14517658757259 ($4, #Cards:0)","16130731964060 ($9, #Cards:2)",2.1152280405405404,1.3640552995391706
11920.1075,11294,626.1075000000001,217,296,played round,"1613073195251 ($14, #Cards:0)","16130731952510 ($4, #Cards:0)",2.1152280405405404,1.3640552995391706
11921.1075,11295,626.1075000000001,217,296,cash added to account,"8065365982375 ($4, #Cards:1)",,2.1152280405405404,1.3640552995391706
11921.1075,11295,626.1075000000001,217,296,played round,"1613073195251 ($14, #Cards:0)","16130731957430 ($4, #Cards:0)",2.1152280405405404,1.3640552995391706
11921.1075,11295,626.1075000000001,217,296,split card,"11291512366757 ($4, #Cards:0)",,2.1152280405405404,1.3640552995391706
11921.1075,11295,626.1075000000001,217,296,buy card,"8065365976255 ($6, #Cards:0)",,2.1152280405405404,1.3640552995391706
11921.1075,11295,626.1075000000001,217,296,played round,"11291512366757 ($4, #Cards:0)","8065365976255 ($4, #Cards:0)",2.1152280405405404,1.3640552995391706
11912.1075,11295,617.1075000000001,217,295,sell card ($0.0) & buy card,"12904585562616 ($5, #Cards:1)",,2.0918898305084745,1.359447004608295
11912.1075,11295,617.1075000000001,217,295,played round,"3226146391054 ($4, #Cards:0)","16130731954380 ($4, #Cards:0)",2.0918898305084745,1.359447004608295
11923.1075,11297,626.1075000000001,217,296,buy card,"3226146390916 ($69, #Cards:3)",,2.1152280405405404,1.3640552995391706
11923.1075,11297,626.1075000000001,217,296,played round,"8065365981375 ($4, #Cards:0)","8065365977945 ($12, #Cards:4)",2.1152280405405404,1.3640552995391706
11927.1075,11301,626.1075000000001,217,296,cash added to account,"16130731952510 ($24, #Cards:0)",,2.1152280405405404,1.3640552995391706
11927.1075,11301,626.1075000000001,218,297,added new player,"9678439171506 ($4, #Cards:3)",,2.1081060606060604,1.3623853211009174
11938.1075,11303,635.1075000000001,218,298,buy card,"16130731952510 ($83, #Cards:4)",,2.13123322147651,1.3669724770642202
11938.1075,11303,635.1075000000001,218,298,played round,"14517658757259 ($4, #Cards:0)","12904585566992 ($65, #Cards:2)",2.13123322147651,1.3669724770642202
11938.1075,11303,635.1075000000001,218,298,played round,"8065365976255 ($6, #Cards:0)","16130731958050 ($42, #Cards:0)",2.13123322147651,1.3669724770642202
11938.1075,11303,635.1075000000001,218,298,buy card,"1613073195542 ($4, #Cards:0)",,2.13123322147651,1.3669724770642202
11941.1075,11306,635.1075000000001,218,298,cash added to account,"11291512371335 ($17, #Cards:0)",,2.13123322147651,1.3669724770642202
11941.1075,11306,635.1075000000001,218,298,played round,"9678439175568 ($4, #Cards:0)","3226146390502 ($22, #Cards:0)",2.13123322147651,1.3669724770642202
11941.1075,11306,635.1075000000001,218,298,played round,"8065365976255 ($70, #Cards:0)","11291512367926 ($4, #Cards:0)",2.13123322147651,1.3669724770642202
11941.1075,11306,635.1075000000001,218,298,played round,"11291512375108 ($4, #Cards:1)","16130731952510 ($4, #Cards:0)",2.13123322147651,1.3669724770642202
11941.1075,11306,635.1075000000001,218,298,played round,"11291512366757 ($18, #Cards:0)","12904585566616 ($32, #Cards:1)",2.13123322147651,1.3669724770642202
11945.1075,11310,635.1075000000001,218,298,cash added to account,"14517658764756 ($21, #Cards:0)",,2.13123322147651,1.3669724770642202
11936.1075,11310,626.1075000000001,218,297,sell card ($0.0) & buy card,"4839219586074 ($1, #Cards:1)",,2.1081060606060604,1.3623853211009174
11936.1075,11310,626.1075000000001,218,297,played round,"12904585562008 ($9, #Cards:0)","4839219585753 ($312, #Cards:6)",2.1081060606060604,1.3623853211009174
11936.1075,11310,626.1075000000001,218,297,played round,"8065365977040 ($9, #Cards:5)","16130731952510 ($21, #Cards:6)",2.1081060606060604,1.3623853211009174
11936.1075,11310,626.1075000000001,218,297,played round,"14517658759743 ($4, #Cards:0)","3226146390748 ($21, #Cards:3)",2.1081060606060604,1.3623853211009174
11937.1075,11311,626.1075000000001,218,297,cash added to account,"4839219588618 ($4, #Cards:1)",,2.1081060606060604,1.3623853211009174
11948.1075,11313,635.1075000000001,218,298,buy card,"9678439171506 ($82, #Cards:1)",,2.13123322147651,1.3669724770642202
11948.1075,11313,635.1075000000001,218,298,played round,"11291512366757 ($15, #Cards:1)","9678439171506 ($82, #Cards:2)",2.13123322147651,1.3669724770642202
11948.1075,11313,635.1075000000001,218,298,buy card,"6452292781496 ($4, #Cards:0)",,2.13123322147651,1.3669724770642202
11959.1075,11315,644.1075000000001,218,299,buy card,"11291512366757 ($17, #Cards:1)",,2.154205685618729,1.371559633027523
11959.1075,11315,644.1075000000001,218,299,played round,"6452292781496 ($4, #Cards:0)","3226146390502 ($4, #Cards:0)",2.154205685618729,1.371559633027523
11964.1075,11320,644.1075000000001,218,299,cash added to account,"11291512373225 ($27, #Cards:1)",,2.154205685618729,1.371559633027523
11975.1075,11322,653.1075000000001,218,300,buy card,"16130731952510 ($15, #Cards:1)",,2.177025,1.3761467889908257
11975.1075,11322,653.1075000000001,218,300,played round,"11291512366757 ($4, #Cards:0)","9678439171506 ($4, #Cards:0)",2.177025,1.3761467889908257
11975.1075,11322,653.1075000000001,218,300,played round,"11291512375108 ($4, #Cards:1)","11291512374296 ($4, #Cards:0)",2.177025,1.3761467889908257
11975.1075,11322,653.1075000000001,218,300,played round,"1613073195251 ($7, #Cards:2)","16130731952510 ($24, #Cards:2)",2.177025,1.3761467889908257
11975.1075,11322,653.1075000000001,218,300,played round,"6452292781752 ($24, #Cards:2)","14517658767375 ($0, #Cards:0)",2.177025,1.3761467889908257
11975.1075,11322,653.1075000000001,218,300,played round,"14517658757259 ($4, #Cards:7)","6452292781004 ($33, #Cards:4)",2.177025,1.3761467889908257
11975.1075,11322,653.1075000000001,218,301,split card,"11291512366757 ($15, #Cards:2)",,2.1697923588039867,1.3807339449541285
11975.1075,11322,653.1075000000001,218,301,played round,"4839219588084 ($4, #Cards:2)","4839219586224 ($4, #Cards:0)",2.1697923588039867,1.3807339449541285
11975.1075,11322,653.1075000000001,218,301,played round,"11291512366757 ($4, #Cards:0)","8065365982375 ($4, #Cards:1)",2.1697923588039867,1.3807339449541285
11975.1075,11322,653.1075000000001,218,301,buy card,"3226146390502 ($4, #Cards:0)",,2.1697923588039867,1.3807339449541285
11976.1075,11323,653.1075000000001,218,301,cash added to account,"1613073196460 ($4, #Cards:1)",,2.1697923588039867,1.3807339449541285
11976.1075,11323,653.1075000000001,218,301,played round,"4839219586074 ($1, #Cards:2)","1613073196306 ($0, #Cards:0)",2.1697923588039867,1.3807339449541285
11976.1075,11323,653.1075000000001,218,301,played round,"14517658766196 ($4, #Cards:1)","3226146390502 ($4, #Cards:0)",2.1697923588039867,1.3807339449541285
11976.1075,11323,653.1075000000001,218,301,buy card,"9678439176408 ($4, #Cards:0)",,2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,cash added to account,"14517658759464 ($28, #Cards:0)",,2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,split card,"11291512367401 ($18, #Cards:0)",,2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,played round,"11291512367926 ($4, #Cards:0)","16130731952510 ($4, #Cards:7)",2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,played round,"3226146391856 ($4, #Cards:0)","16130731957430 ($4, #Cards:0)",2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,split card,"12904585562008 ($9, #Cards:0)",,2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,played round,"16130731952510 ($83, #Cards:3)","14517658758762 ($4, #Cards:3)",2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,split card,"14517658757259 ($27, #Cards:0)",,2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,split card,"9678439177554 ($16, #Cards:0)",,2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,played round,"16130731954280 ($4, #Cards:0)","6452292783772 ($4, #Cards:0)",2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,played round,"6452292781496 ($4, #Cards:0)","11291512374296 ($4, #Cards:0)",2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,played round,"9678439171506 ($4, #Cards:0)","1613073195251 ($7, #Cards:2)",2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,split card,"14517658759743 ($4, #Cards:0)",,2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,played round,"6452292781004 ($4, #Cards:2)","11291512370089 ($13, #Cards:3)",2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,buy card,"11291512367926 ($4, #Cards:0)",,2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,played round,"3226146391084 ($4, #Cards:0)","6452292783772 ($4, #Cards:0)",2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,300,sell card ($0) & buy card,"4839219588618 ($4, #Cards:0)",,2.177025,1.3761467889908257
11981.1075,11328,653.1075000000001,218,300,played round,"4839219586674 ($4, #Cards:0)","11291512366757 ($15, #Cards:3)",2.177025,1.3761467889908257
11981.1075,11328,653.1075000000001,218,300,buy card,"4839219588618 ($4, #Cards:0)",,2.177025,1.3761467889908257
11981.1075,11328,653.1075000000001,218,300,played round,"11291512370089 ($13, #Cards:3)","16130731952510 ($2, #Cards:0)",2.177025,1.3761467889908257
11981.1075,11328,653.1075000000001,218,300,played round,"1613073196460 ($4, #Cards:1)","12904585562008 ($4, #Cards:0)",2.177025,1.3761467889908257
11981.1075,11328,653.1075000000001,218,301,split card,"3226146390836 ($4, #Cards:5)",,2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,played round,"3226146390748 ($21, #Cards:3)","4839219588618 ($4, #Cards:0)",2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,played round,"16130731952510 ($24, #Cards:0)","6452292781004 ($19, #Cards:4)",2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,played round,"4839219585753 ($14, #Cards:0)","3226146391116 ($4, #Cards:2)",2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,split card,"6452292781004 ($1, #Cards:0)",,2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,played round,"8065365977945 ($12, #Cards:4)","14517658767375 ($0, #Cards:0)",2.1697923588039867,1.3807339449541285
11981.1075,11328,653.1075000000001,218,301,played round,"12904585568416 ($4, #Cards:0)","16130731954380 ($4, #Cards:0)",2.1697923588039867,1.3807339449541285
11982.1075,11329,653.1075000000001,218,301,cash added to account,"11291512374954 ($4, #Cards:1)",,2.1697923588039867,1.3807339449541285
11982.1075,11329,653.1075000000001,218,301,played round,"6452292781004 ($4, #Cards:2)","6452292783308 ($4, #Cards:0)",2.1697923588039867,1.3807339449541285
11982.1075,11329,653.1075000000001,218,301,played round,"11291512366757 ($4, #Cards:0)","1613073195251 ($71, #Cards:0)",2.1697923588039867,1.3807339449541285
11973.1075,11329,644.1075000000001,218,300,sell card ($0) & buy card,"8065365978525 ($4, #Cards:2)",,2.147025,1.3761467889908257
11973.1075,11329,644.1075000000001,218,300,played round,"8065365976255 ($4, #Cards:0)","4839219588666 ($4, #Cards:1)",2.147025,1.3761467889908257
11973.1075,11329,644.1075000000001,218,300,played round,"16130731952510 ($24, #Cards:3)","6452292784240 ($4, #Cards:0)",2.147025,1.3761467889908257
11973.1075,11329,644.1075000000001,218,300,played round,"4839219587922 ($4, #Cards:0)","4839219585753 ($18, #Cards:0)",2.147025,1.3761467889908257
11973.1075,11329,644.1075000000001,218,300,buy card,"9678439172808 ($4, #Cards:0)",,2.147025,1.3761467889908257
11973.1075,11329,644.1075000000001,218,300,played round,"14517658757259 ($4, #Cards:0)","3226146391548 ($4, #Cards:7)",2.147025,1.3761467889908257
11973.1075,11329,644.1075000000001,218,300,buy card,"14517658757259 ($4, #Cards:0)",,2.147025,1.3761467889908257
11973.1075,11329,644.1075000000001,218,300,played round,"6452292784240 ($4, #Cards:0)","11291512367926 ($4, #Cards:0)",2.147025,1.3761467889908257
11974.1075,11330,644.1075000000001,218,300,cash added to account,"8065365982220 ($4, #Cards:1)",,2.147025,1.3761467889908257
11974.1075,11330,644.1075000000001,218,300,split card,"4839219585753 ($16, #Cards:0)",,2.147025,1.3761467889908257
11974.1075,11330,644.1075000000001,218,300,played round,"16130731953580 ($19, #Cards:1)","11291512374954 ($13, #Cards:2)",2.147025,1.3761467889908257
11974.1075,11330,644.1075000000001,218,300,played round,"3226146390502 ($25, #Cards:0)","9678439175568 ($77, #Cards:0)",2.147025,1.3761467889908257
11974.1075,11330,644.1075000000001,218,300,buy card,"8065365981375 ($4, #Cards:0)",,2.147025,1.3761467889908257
11974.1075,11330,644.1075000000001,218,300,played round,"11291512371335 ($19, #Cards:3)","12904585562008 ($4, #Cards:0)",2.147025,1.3761467889908257
11974.1075,11330,644.1075000000001,218,300,played round,"1613073195658 ($4, #Cards:0)","9678439171506 ($82, #Cards:2)",2.147025,1.3761467889908257
11974.1075,11330,644.1075000000001,218,300,played round,"8065365976255 ($70, #Cards:0)","1613073196206 ($4, #Cards:0)",2.147025,1.3761467889908257
11974.1075,11330,644.1075000000001,218,300,played round,"3226146390502 ($4, #Cards:0)","9678439172628 ($5, #Cards:1)",2.147025,1.3761467889908257
11974.1075,11330,644.1075000000001,218,300,played round,"12904585567544 ($67, #Cards:2)","6452292781496 ($4, #Cards:0)",2.147025,1.3761467889908257
11974.1075,11330,644.1075000000001,218,300,split card,"12904585568416 ($4, #Cards:0)",,2.147025,1.3761467889908257
11985.1075,11332,653.1075000000001,218,301,buy card,"11291512366757 ($270, #Cards:15)",,2.1697923588039867,1.3807339449541285
11985.1075,11332,653.1075000000001,218,301,played round,"16130731954280 ($4, #Cards:0)","6452292781004 ($4, #Cards:0)",2.1697923588039867,1.3807339449541285
11985.1075,11332,653.1075000000001,218,301,played round,"1613073196206 ($4, #Cards:0)","12904585562008 ($4, #Cards:0)",2.1697923588039867,1.3807339449541285
11985.1075,11332,653.1075000000001,218,301,played round,"6452292781004 ($13, #Cards:5)","6452292781004 ($4, #Cards:0)",2.1697923588039867,1.3807339449541285
11985.1075,11332,653.1075000000001,218,301,played round,"14517658757259 ($15, #Cards:1)","8065365981375 ($4, #Cards:0)",2.1697923588039867,1.3807339449541285
11985.1075,11332,653.1075000000001,218,302,split card,"8065365978525 ($4, #Cards:3)",,2.1626076158940397,1.385321100917431
11989.1075,11336,653.1075000000001,218,302,cash added to account,"3226146390502 ($23, #Cards:0)",,2.1626076158940397,1.385321100917431
11989.1075,11336,653.1075000000001,218,302,played round,"6452292781004 ($4, #Cards:3)","9678439175568 ($4, #Cards:0)",2.1626076158940397,1.385321100917431
11990.1075,11337,653.1075000000001,218,302,cash added to account,"12904585571432 ($4, #Cards:1)",,2.1626076158940397,1.385321100917431
11990.1075,11337,653.1075000000001,218,302,played round,"14517658757259 ($4, #Cards:0)","8065365979525 ($15, #Cards:0)",2.1626076158940397,1.385321100917431
11990.1075,11337,653.1075000000001,218,302,split card,"11291512366757 ($4, #Cards:0)",,2.1626076158940397,1.385321100917431
11990.1075,11337,653.1075000000001,218,302,played round,"14517658757259 ($15, #Cards:2)","6452292781004 ($97, #Cards:4)",2.1626076158940397,1.385321100917431
11990.1075,11337,653.1075000000001,218,302,played round,"4839219587922 ($4, #Cards:0)","3226146391054 ($4, #Cards:0)",2.1626076158940397,1.385321100917431
11990.1075,11337,653.1075000000001,218,302,played round,"4839219587922 ($4, #Cards:0)","9678439175568 ($77, #Cards:0)",2.1626076158940397,1.385321100917431
11990.1075,11337,653.1075000000001,218,302,buy card,"11291512366757 ($4, #Cards:0)",,2.1626076158940397,1.385321100917431
11990.1075,11337,653.1075000000001,218,302,played round,"6452292781004 ($19, #Cards:5)","6452292781004 ($4, #Cards:1)",2.1626076158940397,1.385321100917431
11990.1075,11337,653.1075000000001,218,302,played round,"9678439171506 ($4, #Cards:3)","9678439171506 ($4, #Cards:0)",2.1626076158940397,1.385321100917431
11990.1075,11337,653.1075000000001,218,302,played round,"11291512370089 ($13, #Cards:3)","1613073195251 ($14, #Cards:0)",2.1626076158940397,1.385321100917431
11990.1075,11337,653.1075000000001,218,302,played round,"3226146390502 ($4, #Cards:0)","16130731954080 ($4, #Cards:0)",2.1626076158940397,1.385321100917431
11990.1075,11337,653.1075000000001,218,302,played round,"8065365976255 ($10, #Cards:0)","8065365976255 ($10, #Cards:0)",2.1626076158940397,1.385321100917431
11990.1075,11337,653.1075000000001,218,303,split card,"6452292781752 ($24, #Cards:3)",,2.155470297029703,1.389908256880734
