SystemCash,CompanyCash,PlayersCash,Nu.Players,Nu.Cards,Operation,InvolvedP1,InvolvedP2,Avg.PlayersCash,Avg.PlayersCards
23464.795625000013,19970,3494.795625000013,686,1226,played round,"4839219585753 ($36, #Cards:0)","16130731976260 ($13, #Cards:2)",2.850567393964111,1.7871720116618075
23464.795625000013,19970,3494.795625000013,686,1226,played round,"16130731995650 ($4, #Cards:0)","6452292810884 ($4, #Cards:0)",2.850567393964111,1.7871720116618075
23464.795625000013,19970,3494.795625000013,686,1226,played round,"6452292791540 ($4, #Cards:0)","1613073207657 ($4, #Cards:0)",2.850567393964111,1.7871720116618075
23464.795625000013,19970,3494.795625000013,686,1226,played round,"9678439172808 ($200, #Cards:0)","3226146398708 ($12, #Cards:0)",2.850567393964111,1.7871720116618075
23464.795625000013,19970,3494.795625000013,686,1226,played round,"4839219593391 ($11, #Cards:0)","1613073205885 ($4, #Cards:0)",2.850567393964111,1.7871720116618075
23464.795625000013,19970,3494.795625000013,686,1226,played round,"8065366023745 ($4, #Cards:0)","14517658881819 ($4, #Cards:1)",2.850567393964111,1.7871720116618075
23464.795625000013,19970,3494.795625000013,687,1227,added new player,"11291512434580 ($23, #Cards:3)",,2.8482441931540343,1.7860262008733625
23465.895625000012,19972,3493.8956250000124,687,1228,split card,"16130731952510 ($102, #Cards:12)",,2.8451918770358304,1.787481804949054
23465.895625000012,19972,3493.8956250000124,687,1228,played round,"4839219587970 ($12, #Cards:4)","4839219628056 ($4, #Cards:0)",2.8451918770358304,1.787481804949054
23468.895625000012,19975,3493.8956250000124,687,1228,cash added to account,"8065365976255 ($22, #Cards:0)",,2.8451918770358304,1.787481804949054
23468.895625000012,19975,3493.8956250000124,687,1228,played round,"16130731952510 ($5, #Cards:0)","14517658839582 ($4, #Cards:4)",2.8451918770358304,1.787481804949054
23468.895625000012,19975,3493.8956250000124,687,1228,played round,"8065365996135 ($14, #Cards:0)","16130732102360 ($0, #Cards:1)",2.8451918770358304,1.787481804949054
23468.895625000012,19975,3493.8956250000124,687,1228,played round,"11291512417703 ($13, #Cards:4)","8065366021890 ($25, #Cards:0)",2.8451918770358304,1.787481804949054
23468.895625000012,19975,3493.8956250000124,687,1228,played round,"1613073197023 ($256, #Cards:8)","12904585605856 ($4, #Cards:0)",2.8451918770358304,1.787481804949054
23468.895625000012,19975,3493.8956250000124,687,1228,played round,"3226146403686 ($30, #Cards:0)","4839219586224 ($27, #Cards:0)",2.8451918770358304,1.787481804949054
23468.895625000012,19975,3493.8956250000124,687,1228,played round,"1613073207343 ($4, #Cards:1)","11291512455790 ($0, #Cards:0)",2.8451918770358304,1.787481804949054
23468.895625000012,19975,3493.8956250000124,687,1228,played round,"12904585642744 ($4, #Cards:2)","4839219590286 ($4, #Cards:0)",2.8451918770358304,1.787481804949054
23468.895625000012,19975,3493.8956250000124,688,1229,added new player,"1613073195251 ($96, #Cards:3)",,2.8428768307567127,1.7863372093023255
23469.895625000012,19976,3493.8956250000124,688,1229,cash added to account,"3226146418384 ($4, #Cards:1)",,2.8428768307567127,1.7863372093023255
23469.895625000012,19976,3493.8956250000124,688,1229,played round,"6452292790264 ($4, #Cards:0)","6452292820804 ($4, #Cards:0)",2.8428768307567127,1.7863372093023255
23480.895625000012,19978,3502.8956250000124,688,1230,buy card,"8065365976255 ($145, #Cards:3)",,2.8478826219512197,1.7877906976744187
23480.895625000012,19978,3502.8956250000124,688,1230,played round,"6452292799420 ($4, #Cards:0)","4839219601503 ($9, #Cards:2)",2.8478826219512197,1.7877906976744187
23480.895625000012,19978,3502.8956250000124,688,1230,played round,"8065365994110 ($21, #Cards:3)","4839219586122 ($4, #Cards:0)",2.8478826219512197,1.7877906976744187
23480.895625000012,19978,3502.8956250000124,688,1230,played round,"1613073196742 ($24, #Cards:0)","6452292795924 ($4, #Cards:0)",2.8478826219512197,1.7877906976744187
23480.895625000012,19978,3502.8956250000124,688,1230,played round,"6452292781308 ($49, #Cards:6)","4839219599421 ($18, #Cards:0)",2.8478826219512197,1.7877906976744187
23480.895625000012,19978,3502.8956250000124,688,1230,played round,"4839219610146 ($4, #Cards:0)","3226146391548 ($44, #Cards:10)",2.8478826219512197,1.7877906976744187
23480.895625000012,19978,3502.8956250000124,688,1230,played round,"16130731992270 ($4, #Cards:0)","4839219591339 ($22, #Cards:2)",2.8478826219512197,1.7877906976744187
23480.895625000012,19978,3502.8956250000124,688,1230,played round,"4839219585753 ($4, #Cards:0)","4839219585753 ($1361, #Cards:1)",2.8478826219512197,1.7877906976744187
23480.895625000012,19978,3502.8956250000124,688,1230,played round,"3226146390502 ($10, #Cards:0)","8065365979950 ($55, #Cards:3)",2.8478826219512197,1.7877906976744187
23480.895625000012,19978,3502.8956250000124,688,1230,played round,"4839219607317 ($4, #Cards:3)","9678439203426 ($4, #Cards:0)",2.8478826219512197,1.7877906976744187
23480.895625000012,19978,3502.8956250000124,688,1230,played round,"3226146418846 ($4, #Cards:0)","12904585642744 ($4, #Cards:3)",2.8478826219512197,1.7877906976744187
23480.895625000012,19978,3502.8956250000124,688,1230,played round,"3226146390748 ($30, #Cards:6)","9678439220844 ($25, #Cards:4)",2.8478826219512197,1.7877906976744187
23480.895625000012,19978,3502.8956250000124,688,1230,played round,"12904585587600 ($4, #Cards:0)","1613073198551 ($4, #Cards:0)",2.8478826219512197,1.7877906976744187
23480.895625000012,19978,3502.8956250000124,688,1230,played round,"9678439197798 ($4, #Cards:0)","16130732049500 ($4, #Cards:0)",2.8478826219512197,1.7877906976744187
23480.895625000012,19978,3502.8956250000124,688,1230,played round,"3226146411106 ($4, #Cards:3)","9678439238742 ($4, #Cards:0)",2.8478826219512197,1.7877906976744187
23480.895625000012,19978,3502.8956250000124,688,1230,played round,"3226146395956 ($223, #Cards:0)","9678439208976 ($4, #Cards:0)",2.8478826219512197,1.7877906976744187
23480.895625000012,19978,3502.8956250000124,688,1230,played round,"8065365976255 ($42, #Cards:11)","14517658873035 ($4, #Cards:0)",2.8478826219512197,1.7877906976744187
23491.895625000012,19980,3511.8956250000124,688,1231,buy card,"14517658759482 ($12, #Cards:1)",,2.852880280259951,1.7892441860465116
23496.895625000012,19985,3511.8956250000124,688,1231,cash added to account,"16130731977970 ($24, #Cards:0)",,2.852880280259951,1.7892441860465116
23496.895625000012,19985,3511.8956250000124,688,1231,played round,"4839219586074 ($10, #Cards:0)","11291512389080 ($11, #Cards:5)",2.852880280259951,1.7892441860465116
23496.895625000012,19985,3511.8956250000124,688,1232,split card,"11291512416016 ($4, #Cards:2)",,2.850564630681818,1.7906976744186047
23496.895625000012,19985,3511.8956250000124,688,1232,played round,"4839219612411 ($9, #Cards:0)","12904585573208 ($37, #Cards:5)",2.850564630681818,1.7906976744186047
23496.895625000012,19985,3511.8956250000124,688,1232,played round,"1613073200631 ($4, #Cards:0)","14517658793466 ($4, #Cards:0)",2.850564630681818,1.7906976744186047
23496.895625000012,19985,3511.8956250000124,688,1232,played round,"1613073195542 ($4, #Cards:0)","16130731988720 ($4, #Cards:0)",2.850564630681818,1.7906976744186047
23507.895625000012,19987,3520.8956250000124,688,1233,buy card,"4839219585753 ($61, #Cards:1)",,2.85555200729927,1.7921511627906976
23508.895625000012,19988,3520.8956250000124,688,1233,cash added to account,"11291512454586 ($4, #Cards:1)",,2.85555200729927,1.7921511627906976
23508.895625000012,19988,3520.8956250000124,688,1233,played round,"9678439222830 ($4, #Cards:6)","1613073198671 ($9, #Cards:0)",2.85555200729927,1.7921511627906976
23508.895625000012,19988,3520.8956250000124,688,1233,played round,"11291512379651 ($32, #Cards:5)","3226146408108 ($4, #Cards:0)",2.85555200729927,1.7921511627906976
23508.895625000012,19988,3520.8956250000124,688,1233,played round,"3226146399552 ($6, #Cards:1)","1613073203173 ($4, #Cards:0)",2.85555200729927,1.7921511627906976
23508.895625000012,19988,3520.8956250000124,689,1234,added new player,"11291512399069 ($8, #Cards:2)",,2.853237945705024,1.79100145137881
23508.895625000012,19988,3520.8956250000124,689,1233,sell card ($0) & buy card,"9678439171506 ($9, #Cards:2)",,2.85555200729927,1.7895500725689404
23508.895625000012,19988,3520.8956250000124,689,1233,split card,"12904585578744 ($4, #Cards:0)",,2.85555200729927,1.7895500725689404
23508.895625000012,19988,3520.8956250000124,689,1233,played round,"14517658843182 ($4, #Cards:0)","3226146417822 ($0, #Cards:1)",2.85555200729927,1.7895500725689404
23508.895625000012,19988,3520.8956250000124,689,1233,played round,"6452292781496 ($2, #Cards:0)","1613073203173 ($4, #Cards:0)",2.85555200729927,1.7895500725689404
23508.895625000012,19988,3520.8956250000124,689,1233,split card,"8065365982375 ($19, #Cards:0)",,2.85555200729927,1.7895500725689404
23508.895625000012,19988,3520.8956250000124,689,1233,split card,"8065365982880 ($71, #Cards:0)",,2.85555200729927,1.7895500725689404
23508.895625000012,19988,3520.8956250000124,689,1233,played round,"6452292781004 ($91, #Cards:12)","3226146401022 ($4, #Cards:0)",2.85555200729927,1.7895500725689404
23508.895625000012,19988,3520.8956250000124,689,1233,played round,"14517658771488 ($18, #Cards:1)","14517658769040 ($3, #Cards:8)",2.85555200729927,1.7895500725689404
23508.895625000012,19988,3520.8956250000124,689,1233,played round,"8065366023745 ($4, #Cards:0)","3226146409600 ($31, #Cards:3)",2.85555200729927,1.7895500725689404
23508.895625000012,19988,3520.8956250000124,689,1233,played round,"1613073204780 ($4, #Cards:0)","14517658891944 ($0, #Cards:1)",2.85555200729927,1.7895500725689404
23508.895625000012,19988,3520.8956250000124,689,1233,played round,"14517658805049 ($16, #Cards:4)","16130732018710 ($4, #Cards:0)",2.85555200729927,1.7895500725689404
23508.895625000012,19988,3520.8956250000124,689,1233,split card,"16130732006800 ($4, #Cards:0)",,2.85555200729927,1.7895500725689404
23508.895625000012,19988,3520.8956250000124,689,1233,played round,"11291512426978 ($4, #Cards:0)","11291512385629 ($72, #Cards:3)",2.85555200729927,1.7895500725689404
23508.895625000012,19988,3520.8956250000124,689,1233,buy card,"6452292785716 ($9, #Cards:0)",,2.85555200729927,1.7895500725689404
23508.895625000012,19988,3520.8956250000124,689,1233,played round,"14517658776195 ($4, #Cards:0)","16130731952510 ($5, #Cards:0)",2.85555200729927,1.7895500725689404
23508.895625000012,19988,3520.8956250000124,689,1233,played round,"4839219605409 ($4, #Cards:0)","9678439176408 ($4, #Cards:0)",2.85555200729927,1.7895500725689404
23508.895625000012,19988,3520.8956250000124,689,1233,played round,"8065365981375 ($9, #Cards:0)","1613073198941 ($4, #Cards:0)",2.85555200729927,1.7895500725689404
23508.895625000012,19988,3520.8956250000124,689,1233,split card,"4839219593391 ($11, #Cards:0)",,2.85555200729927,1.7895500725689404
23508.895625000012,19988,3520.8956250000124,689,1233,played round,"4839219585753 ($36, #Cards:0)","12904585588488 ($10, #Cards:1)",2.85555200729927,1.7895500725689404
23509.895625000012,19989,3520.8956250000124,689,1233,cash added to account,"16130732089310 ($14, #Cards:3)",,2.85555200729927,1.7895500725689404
23510.895625000012,19990,3520.8956250000124,689,1233,cash added to account,"11291512463007 ($4, #Cards:1)",,2.85555200729927,1.7895500725689404
23514.895625000012,19994,3520.8956250000124,689,1233,cash added to account,"12904585564336 ($52, #Cards:0)",,2.85555200729927,1.7895500725689404
23514.895625000012,19994,3520.8956250000124,689,1233,split card,"11291512382465 ($8, #Cards:0)",,2.85555200729927,1.7895500725689404
23515.895625000012,19995,3520.8956250000124,689,1233,cash added to account,"16130732102360 ($4, #Cards:1)",,2.85555200729927,1.7895500725689404
23515.895625000012,19995,3520.8956250000124,689,1233,split card,"11291512420237 ($4, #Cards:0)",,2.85555200729927,1.7895500725689404
23515.895625000012,19995,3520.8956250000124,689,1233,split card,"16130732048980 ($4, #Cards:0)",,2.85555200729927,1.7895500725689404
23515.895625000012,19995,3520.8956250000124,689,1233,played round,"4839219622899 ($4, #Cards:1)","12904585615608 ($10, #Cards:0)",2.85555200729927,1.7895500725689404
23515.895625000012,19995,3520.8956250000124,689,1233,played round,"6452292795972 ($8, #Cards:4)","6452292781004 ($33, #Cards:0)",2.85555200729927,1.7895500725689404
23515.895625000012,19995,3520.8956250000124,690,1234,added new player,"6452292830896 ($4, #Cards:2)",,2.853237945705024,1.7884057971014493
23516.895625000012,19996,3520.8956250000124,690,1234,cash added to account,"3226146417822 ($4, #Cards:1)",,2.853237945705024,1.7884057971014493
23516.895625000012,19996,3520.8956250000124,690,1234,played round,"12904585562008 ($83, #Cards:0)","8065365982220 ($9, #Cards:0)",2.853237945705024,1.7884057971014493
23516.895625000012,19996,3520.8956250000124,691,1235,added new player,"12904585562008 ($6, #Cards:0)",,2.8509276315789474,1.7872648335745296
23516.895625000012,19996,3520.8956250000124,691,1235,played round,"12904585566616 ($6, #Cards:0)","9678439253586 ($0, #Cards:1)",2.8509276315789474,1.7872648335745296
23516.895625000012,19996,3520.8956250000124,691,1235,played round,"9678439218612 ($4, #Cards:0)","12904585582200 ($66, #Cards:6)",2.8509276315789474,1.7872648335745296
23516.895625000012,19996,3520.8956250000124,691,1234,sell card ($0) & buy card,"11291512455216 ($4, #Cards:0)",,2.853237945705024,1.7858176555716354
23516.895625000012,19996,3520.8956250000124,691,1234,buy card,"3226146404174 ($4, #Cards:0)",,2.853237945705024,1.7858176555716354
23516.895625000012,19996,3520.8956250000124,691,1234,split card,"14517658761966 ($3, #Cards:0)",,2.853237945705024,1.7858176555716354
23516.895625000012,19996,3520.8956250000124,691,1234,played round,"14517658805049 ($16, #Cards:4)","6452292824296 ($4, #Cards:0)",2.853237945705024,1.7858176555716354
23516.895625000012,19996,3520.8956250000124,691,1234,played round,"4839219586224 ($27, #Cards:0)","11291512374842 ($8, #Cards:0)",2.853237945705024,1.7858176555716354
23516.895625000012,19996,3520.8956250000124,691,1234,played round,"3226146391018 ($80, #Cards:14)","12904585632288 ($20, #Cards:0)",2.853237945705024,1.7858176555716354
23516.895625000012,19996,3520.8956250000124,691,1235,split card,"6452292796044 ($69, #Cards:9)",,2.8509276315789474,1.7872648335745296
23516.895625000012,19996,3520.8956250000124,691,1235,buy card,"12904585584528 ($8, #Cards:0)",,2.8509276315789474,1.7872648335745296
23516.895625000012,19996,3520.8956250000124,691,1235,played round,"8065366019930 ($4, #Cards:0)","1613073196742 ($24, #Cards:0)",2.8509276315789474,1.7872648335745296
23516.895625000012,19996,3520.8956250000124,691,1235,played round,"1613073198671 ($9, #Cards:0)","11291512457309 ($0, #Cards:1)",2.8509276315789474,1.7872648335745296
23516.895625000012,19996,3520.8956250000124,691,1235,buy card,"9678439181592 ($4, #Cards:0)",,2.8509276315789474,1.7872648335745296
23520.895625000012,20000,3520.8956250000124,691,1235,cash added to account,"6452292796568 ($24, #Cards:0)",,2.8509276315789474,1.7872648335745296
23520.895625000012,20000,3520.8956250000124,691,1235,buy card,"12904585594832 ($4, #Cards:0)",,2.8509276315789474,1.7872648335745296
23520.895625000012,20000,3520.8956250000124,691,1235,played round,"12904585571432 ($71, #Cards:11)","8065366000695 ($8, #Cards:1)",2.8509276315789474,1.7872648335745296
23520.895625000012,20000,3520.8956250000124,691,1235,played round,"16130732049500 ($4, #Cards:0)","14517658786779 ($4, #Cards:0)",2.8509276315789474,1.7872648335745296
23520.895625000012,20000,3520.8956250000124,691,1235,played round,"3226146419890 ($4, #Cards:2)","8065365990845 ($4, #Cards:0)",2.8509276315789474,1.7872648335745296
23520.895625000012,20000,3520.8956250000124,691,1235,played round,"3226146401022 ($4, #Cards:0)","4839219593451 ($1, #Cards:0)",2.8509276315789474,1.7872648335745296
23520.895625000012,20000,3520.8956250000124,691,1235,split card,"14517658764756 ($84, #Cards:0)",,2.8509276315789474,1.7872648335745296
23520.895625000012,20000,3520.8956250000124,691,1235,played round,"14517658855503 ($8, #Cards:2)","8065365996135 ($14, #Cards:0)",2.8509276315789474,1.7872648335745296
23527.895625000012,20007,3520.8956250000124,691,1235,cash added to account,"8065365988720 ($112, #Cards:7)",,2.8509276315789474,1.7872648335745296
23527.895625000012,20007,3520.8956250000124,691,1236,split card,"11291512399069 ($8, #Cards:3)",,2.8486210558252427,1.788712011577424
23527.895625000012,20007,3520.8956250000124,691,1236,played round,"4839219586074 ($10, #Cards:0)","3226146420066 ($0, #Cards:1)",2.8486210558252427,1.788712011577424
23527.895625000012,20007,3520.8956250000124,691,1236,played round,"14517658857222 ($4, #Cards:0)","4839219594288 ($4, #Cards:0)",2.8486210558252427,1.788712011577424
23530.895625000012,20010,3520.8956250000124,691,1236,cash added to account,"4839219586122 ($18, #Cards:0)",,2.8486210558252427,1.788712011577424
23530.895625000012,20010,3520.8956250000124,691,1236,played round,"16130731980380 ($22, #Cards:0)","6452292830896 ($4, #Cards:2)",2.8486210558252427,1.788712011577424
23547.895625000012,20027,3520.8956250000124,691,1236,cash added to account,"4839219608313 ($101, #Cards:0)",,2.8486210558252427,1.788712011577424
23547.895625000012,20027,3520.8956250000124,691,1236,played round,"9678439238742 ($4, #Cards:0)","12904585562008 ($14, #Cards:4)",2.8486210558252427,1.788712011577424
23547.895625000012,20027,3520.8956250000124,691,1236,played round,"4839219593451 ($1, #Cards:0)","12904585582200 ($66, #Cards:6)",2.8486210558252427,1.788712011577424
23547.895625000012,20027,3520.8956250000124,691,1236,played round,"16130731953580 ($5476, #Cards:12)","4839219624261 ($4, #Cards:0)",2.8486210558252427,1.788712011577424
23547.895625000012,20027,3520.8956250000124,692,1237,added new player,"1613073198941 ($4, #Cards:0)",,2.846318209377526,1.7875722543352601
23547.895625000012,20027,3520.8956250000124,692,1237,buy card,"14517658757259 ($4, #Cards:0)",,2.846318209377526,1.7875722543352601
23547.895625000012,20027,3520.8956250000124,692,1237,played round,"11291512366757 ($4, #Cards:0)","16130731996860 ($16, #Cards:0)",2.846318209377526,1.7875722543352601
23547.895625000012,20027,3520.8956250000124,692,1237,buy card,"16130732065190 ($4, #Cards:0)",,2.846318209377526,1.7875722543352601
23547.895625000012,20027,3520.8956250000124,692,1237,played round,"16130732065190 ($4, #Cards:0)","9678439181592 ($4, #Cards:0)",2.846318209377526,1.7875722543352601
23547.895625000012,20027,3520.8956250000124,692,1237,played round,"9678439184058 ($4, #Cards:0)","11291512375108 ($20, #Cards:4)",2.846318209377526,1.7875722543352601
23547.895625000012,20027,3520.8956250000124,692,1237,played round,"16130731952510 ($52, #Cards:15)","11291512367401 ($2, #Cards:2)",2.846318209377526,1.7875722543352601
23547.895625000012,20027,3520.8956250000124,692,1237,played round,"9678439210452 ($25, #Cards:0)","6452292781004 ($50, #Cards:11)",2.846318209377526,1.7875722543352601
23549.895625000012,20029,3520.8956250000124,692,1237,cash added to account,"1613073197184 ($13, #Cards:0)",,2.846318209377526,1.7875722543352601
23540.895625000012,20029,3511.8956250000124,692,1236,sell card ($0.0) & buy card,"16130731976260 ($4, #Cards:1)",,2.8413395024271844,1.7861271676300579
23540.895625000012,20029,3511.8956250000124,692,1236,played round,"11291512366757 ($37, #Cards:10)","16130731952510 ($241, #Cards:16)",2.8413395024271844,1.7861271676300579
23541.895625000012,20030,3511.8956250000124,692,1236,cash added to account,"3226146420066 ($4, #Cards:1)",,2.8413395024271844,1.7861271676300579
23541.895625000012,20030,3511.8956250000124,692,1236,played round,"9678439225482 ($30, #Cards:5)","16130731981870 ($23, #Cards:0)",2.8413395024271844,1.7861271676300579
23542.895625000012,20031,3511.8956250000124,692,1236,cash added to account,"11291512465114 ($4, #Cards:1)",,2.8413395024271844,1.7861271676300579
23542.895625000012,20031,3511.8956250000124,692,1236,played round,"12904585562008 ($14, #Cards:4)","1613073203484 ($4, #Cards:0)",2.8413395024271844,1.7861271676300579
23543.895625000012,20032,3511.8956250000124,692,1236,cash added to account,"8065366047715 ($4, #Cards:1)",,2.8413395024271844,1.7861271676300579
23543.895625000012,20032,3511.8956250000124,692,1236,played round,"16130731969730 ($4, #Cards:0)","4839219586074 ($10, #Cards:0)",2.8413395024271844,1.7861271676300579
23543.895625000012,20032,3511.8956250000124,692,1236,split card,"16130731992270 ($4, #Cards:0)",,2.8413395024271844,1.7861271676300579
23544.895625000012,20033,3511.8956250000124,692,1236,cash added to account,"1613073203572 ($9, #Cards:0)",,2.8413395024271844,1.7861271676300579
23544.895625000012,20033,3511.8956250000124,692,1236,played round,"11291512376487 ($38, #Cards:3)","11291512367401 ($2, #Cards:3)",2.8413395024271844,1.7861271676300579
23544.895625000012,20033,3511.8956250000124,692,1236,buy card,"1613073205885 ($4, #Cards:0)",,2.8413395024271844,1.7861271676300579
23544.895625000012,20033,3511.8956250000124,692,1236,played round,"9678439204272 ($4, #Cards:0)","3226146408732 ($4, #Cards:1)",2.8413395024271844,1.7861271676300579
23544.895625000012,20033,3511.8956250000124,692,1236,played round,"9678439217106 ($12, #Cards:4)","3226146412194 ($6, #Cards:1)",2.8413395024271844,1.7861271676300579
23544.895625000012,20033,3511.8956250000124,692,1236,played round,"6452292790224 ($23, #Cards:7)","9678439214814 ($4, #Cards:0)",2.8413395024271844,1.7861271676300579
23544.895625000012,20033,3511.8956250000124,692,1236,played round,"3226146419890 ($4, #Cards:2)","9678439193340 ($4, #Cards:0)",2.8413395024271844,1.7861271676300579
23545.895625000012,20034,3511.8956250000124,692,1236,cash added to account,"16130732066600 ($4, #Cards:1)",,2.8413395024271844,1.7861271676300579
23545.895625000012,20034,3511.8956250000124,692,1236,played round,"12904585573208 ($37, #Cards:5)","4839219594288 ($4, #Cards:0)",2.8413395024271844,1.7861271676300579
23545.895625000012,20034,3511.8956250000124,692,1236,played round,"14517658877661 ($4, #Cards:1)","14517658757259 ($25, #Cards:7)",2.8413395024271844,1.7861271676300579
23545.895625000012,20034,3511.8956250000124,692,1236,played round,"4839219597267 ($75, #Cards:0)","3226146419890 ($4, #Cards:2)",2.8413395024271844,1.7861271676300579
23545.895625000012,20034,3511.8956250000124,693,1237,added new player,"11291512366757 ($4535, #Cards:20)",,2.8390425424413905,1.784992784992785
23545.895625000012,20034,3511.8956250000124,693,1237,played round,"9678439214814 ($4, #Cards:0)","9678439192992 ($4, #Cards:0)",2.8390425424413905,1.784992784992785
23545.895625000012,20034,3511.8956250000124,693,1237,buy card,"14517658882458 ($4, #Cards:0)",,2.8390425424413905,1.784992784992785
23545.895625000012,20034,3511.8956250000124,693,1237,played round,"1613073196872 ($4, #Cards:0)","6452292820848 ($13, #Cards:4)",2.8390425424413905,1.784992784992785
23545.895625000012,20034,3511.8956250000124,693,1237,buy card,"9678439171506 ($7, #Cards:0)",,2.8390425424413905,1.784992784992785
23545.895625000012,20034,3511.8956250000124,693,1237,played round,"1613073198772 ($35, #Cards:4)","14517658757259 ($75, #Cards:12)",2.8390425424413905,1.784992784992785
23545.895625000012,20034,3511.8956250000124,693,1237,played round,"12904585591056 ($2, #Cards:0)","6452292816548 ($4, #Cards:0)",2.8390425424413905,1.784992784992785
23545.895625000012,20034,3511.8956250000124,693,1237,played round,"16130732005610 ($13, #Cards:0)","14517658812177 ($28, #Cards:1)",2.8390425424413905,1.784992784992785
23546.895625000012,20035,3511.8956250000124,693,1237,cash added to account,"9678439262628 ($4, #Cards:1)",,2.8390425424413905,1.784992784992785
23546.895625000012,20035,3511.8956250000124,693,1237,played round,"14517658851066 ($4, #Cards:0)","16130731982800 ($8, #Cards:1)",2.8390425424413905,1.784992784992785
23546.895625000012,20035,3511.8956250000124,693,1238,split card,"9678439222830 ($4, #Cards:7)",,2.836749293214863,1.7864357864357865
23546.895625000012,20035,3511.8956250000124,693,1238,played round,"14517658767375 ($4, #Cards:0)","1613073208890 ($4, #Cards:0)",2.836749293214863,1.7864357864357865
23546.895625000012,20035,3511.8956250000124,693,1238,played round,"6452292781004 ($4, #Cards:0)","12904585614488 ($27, #Cards:7)",2.836749293214863,1.7864357864357865
23546.895625000012,20035,3511.8956250000124,693,1238,played round,"11291512376487 ($38, #Cards:3)","6452292819760 ($4, #Cards:0)",2.836749293214863,1.7864357864357865
23546.895625000012,20035,3511.8956250000124,693,1238,played round,"1613073201321 ($4, #Cards:0)","16130731969730 ($4, #Cards:0)",2.836749293214863,1.7864357864357865
23547.895625000012,20036,3511.8956250000124,693,1238,cash added to account,"14517658891944 ($4, #Cards:1)",,2.836749293214863,1.7864357864357865
23548.895625000012,20037,3511.8956250000124,693,1238,cash added to account,"11291512439368 ($4, #Cards:0)",,2.836749293214863,1.7864357864357865
23548.895625000012,20037,3511.8956250000124,693,1238,played round,"6452292824548 ($4, #Cards:0)","9678439218612 ($4, #Cards:0)",2.836749293214863,1.7864357864357865
23548.895625000012,20037,3511.8956250000124,693,1238,split card,"9678439171506 ($14, #Cards:0)",,2.836749293214863,1.7864357864357865
23548.895625000012,20037,3511.8956250000124,693,1238,split card,"14517658765287 ($28, #Cards:0)",,2.836749293214863,1.7864357864357865
23548.895625000012,20037,3511.8956250000124,693,1238,played round,"16130732068610 ($4, #Cards:2)","14517658889235 ($4, #Cards:0)",2.836749293214863,1.7864357864357865
23549.895625000012,20038,3511.8956250000124,693,1238,cash added to account,"12904585666384 ($4, #Cards:0)",,2.836749293214863,1.7864357864357865
23549.895625000012,20038,3511.8956250000124,693,1238,played round,"11291512371335 ($45, #Cards:11)","12904585566616 ($14, #Cards:6)",2.836749293214863,1.7864357864357865
23549.895625000012,20038,3511.8956250000124,693,1238,buy card,"1613073203484 ($4, #Cards:0)",,2.836749293214863,1.7864357864357865
23540.895625000012,20038,3502.8956250000124,693,1237,sell card ($0) & buy card,"6452292792836 ($8, #Cards:4)",,2.8317668755052545,1.784992784992785
23540.895625000012,20038,3502.8956250000124,693,1237,played round,"14517658769931 ($22, #Cards:0)","1613073196206 ($69, #Cards:9)",2.8317668755052545,1.784992784992785
23540.895625000012,20038,3502.8956250000124,693,1237,played round,"16130732004710 ($4, #Cards:2)","1613073207740 ($24, #Cards:0)",2.8317668755052545,1.784992784992785
23540.895625000012,20038,3502.8956250000124,693,1237,played round,"11291512435833 ($4, #Cards:0)","6452292784240 ($19, #Cards:2)",2.8317668755052545,1.784992784992785
23540.895625000012,20038,3502.8956250000124,693,1237,played round,"9678439204272 ($4, #Cards:0)","4839219631890 ($0, #Cards:1)",2.8317668755052545,1.784992784992785
23540.895625000012,20038,3502.8956250000124,693,1238,split card,"14517658809297 ($4, #Cards:4)",,2.829479503231018,1.7864357864357865
23540.895625000012,20038,3502.8956250000124,693,1238,played round,"16130731954380 ($8, #Cards:0)","6452292781004 ($33, #Cards:0)",2.829479503231018,1.7864357864357865
23551.895625000012,20040,3511.8956250000124,693,1239,buy card,"8065365977945 ($42, #Cards:5)",,2.834459745762712,1.7878787878787878
23551.895625000012,20040,3511.8956250000124,693,1239,played round,"11291512366757 ($37, #Cards:11)","8065365979950 ($55, #Cards:2)",2.834459745762712,1.7878787878787878
23551.895625000012,20040,3511.8956250000124,693,1239,played round,"12904585562008 ($1164, #Cards:7)","11291512379651 ($22, #Cards:4)",2.834459745762712,1.7878787878787878
23551.895625000012,20040,3511.8956250000124,693,1239,played round,"6452292783772 ($34, #Cards:2)","16130731952510 ($61, #Cards:16)",2.834459745762712,1.7878787878787878
23551.895625000012,20040,3511.8956250000124,693,1239,played round,"9678439192992 ($4, #Cards:0)","14517658855593 ($4, #Cards:0)",2.834459745762712,1.7878787878787878
23551.895625000012,20040,3511.8956250000124,694,1240,added new player,"11291512371230 ($8, #Cards:0)",,2.8321738911290324,1.7867435158501441
23551.895625000012,20040,3511.8956250000124,694,1240,played round,"8065365977945 ($42, #Cards:5)","6452292807868 ($4, #Cards:0)",2.8321738911290324,1.7867435158501441
23551.895625000012,20040,3511.8956250000124,694,1240,played round,"3226146418384 ($6, #Cards:2)","3226146400922 ($6, #Cards:2)",2.8321738911290324,1.7867435158501441
